City,Quality of Life Index,Purchasing Power Index,Safety Index,Health Care Index,Cost of Living Index,Property Price to Income Ratio,Traffic Commute Time Index,Pollution Index,Climate Index,Year
"Baltimore, MD, United States",167.98,125.36,28.75,80.29,75.24,2.59,32.74,43.88,81.24,2019
"Mangalore, India",167.93,69.57,74.58,78.31,23.25,14.16,32.2,27.21,66.65,2019
"Hamilton, Canada",167.55,125.58,52.83,82.51,59.71,6.22,35.81,48.53,61.06,2019
"Doha, Qatar",167.25,135.96,87.83,72.29,58.9,5.69,31.66,66.84,36.03,2019
"Indianapolis, IN, United States",166.91,116.83,44.83,68.96,67.05,2.26,30.83,43.11,69.92,2019
"Berlin, Germany",166.8,104.74,60.19,70.27,68.62,10.53,33.21,40.63,83.35,2019
"Washington, DC, United States",166.58,126.08,42.72,71.58,91.99,4.85,41.63,39.26,81.62,2019
"Oslo, Norway",166.49,100.91,61.61,73.43,101.9,10.91,33.48,24.32,59.99,2019
"Stockholm, Sweden",166.45,104.0,52.82,68.13,78.75,14.42,37.16,16.73,69.67,2019
"Gdansk, Poland",164.78,72.35,68.23,60.51,41.65,10.35,28.17,28.58,75.51,2019
"Brno, Czech Republic",164.58,75.19,73.26,76.22,46.0,11.45,24.99,45.2,78.17,2019
"Bursa, Turkey",164.45,43.84,76.42,79.35,36.02,5.84,35.23,40.65,93.39,2019
"Montreal, Canada",164.39,107.95,68.15,62.49,62.47,7.16,41.17,32.0,52.37,2019
"Honolulu, HI, United States",164.22,101.03,56.22,69.92,95.67,8.66,42.52,36.85,95.33,2019
"Zagreb, Croatia",162.04,64.64,75.68,65.5,51.12,11.49,33.75,32.48,81.82,2019
"Chicago, IL, United States",161.24,133.36,35.36,68.37,77.75,3.54,40.99,41.03,66.11,2019
"Phoenix, AZ, United States",159.55,143.14,46.51,66.79,65.88,2.8,30.51,61.42,53.76,2019
"Limassol, Cyprus",159.43,80.0,68.28,49.66,58.16,8.19,17.06,53.94,95.74,2019
"Prague, Czech Republic",159.16,73.39,74.05,73.1,48.4,17.69,33.46,36.13,80.67,2019
"Milwaukee, WI, United States",158.89,102.27,34.71,66.46,70.22,2.95,30.2,31.8,60.96,2019
"Vilnius, Lithuania",158.85,60.43,70.82,66.75,48.26,13.24,28.37,26.05,66.59,2019
"Las Vegas, NV, United States",158.08,133.59,44.3,54.41,67.81,2.78,28.19,52.12,57.4,2019
"Antwerp, Belgium",157.9,94.55,64.93,77.22,72.18,6.01,36.67,60.27,85.42,2019
"Birmingham, United Kingdom",157.35,96.21,44.32,73.74,63.07,7.97,36.29,44.4,87.66,2019
"Singapore, Singapore",156.91,103.77,78.53,70.3,69.79,21.56,42.15,32.29,57.45,2019
"Philadelphia, PA, United States",156.51,118.48,41.91,72.54,80.19,3.31,41.92,51.82,77.98,2019
"Porto, Portugal",155.43,53.2,58.54,73.75,50.98,12.81,28.69,36.85,96.61,2019
"Cluj-Napoca, Romania",155.06,54.22,78.84,65.44,37.81,13.49,27.2,39.21,74.35,2019
"Tel Aviv-Yafo, Israel",153.09,86.31,68.99,72.6,78.46,20.43,37.74,43.66,93.88,2019
"Miami, FL, United States",151.75,86.92,47.09,64.04,80.45,5.91,43.02,37.91,85.69,2019
"Nizhny Novgorod, Russia",151.74,39.18,75.71,83.88,38.57,11.86,26.32,32.45,45.51,2019
"Toronto, Canada",151.16,87.38,64.37,74.84,80.68,13.07,42.53,37.94,65.35,2019
"Brussels, Belgium",150.85,96.71,50.6,78.16,75.45,6.91,32.43,62.51,83.85,2019
"Madrid, Spain",150.74,79.59,64.85,78.58,60.48,12.26,35.24,56.28,85.47,2019
"Los Angeles, CA, United States",150.65,113.47,52.87,65.87,78.2,7.72,47.16,60.35,95.5,2019
"Regina, Canada",150.64,107.97,44.18,67.16,65.69,4.66,18.15,38.94,14.28,2019
"Riyadh, Saudi Arabia",150.49,113.49,70.52,64.25,49.42,3.18,30.13,71.23,44.45,2019
"Poznan, Poland",149.89,65.78,73.45,63.94,39.58,10.46,31.0,51.92,77.41,2019
"Bratislava, Slovakia",149.82,70.0,69.72,58.37,48.4,12.4,30.38,46.29,80.72,2019
"Lisbon, Portugal",149.54,51.16,69.22,70.76,53.67,18.0,35.45,38.41,98.59,2019
"Haifa, Israel",148.51,91.12,67.46,74.59,73.82,11.16,30.33,73.48,93.57,2019
"Winnipeg, Canada",147.68,107.75,44.61,68.47,60.44,4.91,32.36,39.3,24.67,2019
"Manchester, United Kingdom",147.53,96.52,44.19,77.7,67.68,9.09,40.57,55.62,86.95,2019
"Dublin, Ireland",146.98,90.73,49.55,49.67,77.39,10.57,38.06,37.87,85.89,2019
"Cape Town, South Africa",146.52,73.9,29.94,71.62,43.17,8.4,44.4,36.7,98.19,2019
"Seoul, South Korea",146.19,96.41,65.51,84.01,82.78,20.67,42.15,47.26,68.39,2019
"Manama, Bahrain",145.76,70.89,74.51,64.37,55.95,8.25,29.71,57.5,64.31,2019
"Timisoara, Romania",144.87,53.69,74.82,64.19,37.26,11.4,25.73,58.57,82.05,2019
"Warsaw, Poland",144.58,73.97,73.41,62.64,42.64,12.14,36.31,55.62,74.61,2019
"Riga, Latvia",143.82,55.47,62.62,58.3,50.37,9.84,32.69,40.01,74.7,2019
"Islamabad, Pakistan",143.6,46.21,67.12,64.1,23.14,9.45,30.88,48.8,76.91,2019
"Minsk, Belarus",143.39,45.98,77.01,60.11,33.4,14.1,28.62,40.88,64.37,2019
"Brasilia, Brazil",143.16,63.18,36.25,49.14,47.05,11.62,29.66,32.6,98.97,2019
"Jeddah (Jiddah), Saudi Arabia",143.15,102.74,61.98,55.97,49.58,3.33,33.2,72.73,66.17,2019
"Durban, South Africa",142.35,87.84,20.23,51.43,39.96,3.27,27.62,51.4,95.61,2019
"Nicosia, Cyprus",142.27,60.65,70.67,49.65,64.65,7.98,21.94,60.66,86.01,2019
"Barcelona, Spain",141.85,76.02,57.25,75.36,60.2,13.81,31.03,65.83,95.73,2019
"San Juan, Puerto Rico",141.26,101.61,30.44,60.33,66.46,3.78,38.42,49.28,71.25,2019
"Wroclaw, Poland",141.01,67.54,70.04,61.85,41.02,10.2,33.2,61.49,78.39,2019
"Izmir, Turkey",140.65,43.44,72.47,71.92,35.24,9.12,39.22,62.65,96.88,2019
"Taipei, Taiwan",139.63,57.09,84.14,85.38,63.09,32.23,31.5,49.9,84.38,2019
"New York, NY, United States",138.86,100.0,55.78,63.49,100.0,11.66,42.53,57.08,79.66,2019
"Varna, Bulgaria",137.25,48.85,68.24,60.89,38.52,8.96,30.28,61.76,85.08,2019
"Curitiba, Brazil",134.85,38.68,35.58,64.25,40.63,14.31,31.14,35.05,99.6,2019
"Iasi, Romania",134.81,53.58,74.56,57.98,36.08,10.84,33.44,60.41,73.04,2019
"Krakow (Cracow), Poland",134.79,69.33,71.16,62.38,40.43,11.75,30.69,70.43,73.86,2019
"Detroit, MI, United States",133.44,100.19,28.16,63.75,60.04,1.72,47.43,55.17,66.03,2019
"Novi Sad, Serbia",133.07,45.24,57.7,46.74,34.76,16.41,18.16,47.41,84.02,2019
"Pretoria, South Africa",132.37,78.18,19.61,67.42,46.98,2.71,41.96,58.84,95.83,2019
"Thessaloniki, Greece",131.87,47.68,65.05,56.19,56.49,10.74,26.19,63.27,88.39,2019
"Ankara, Turkey",130.16,49.39,58.65,66.99,34.29,6.91,36.32,71.58,91.49,2019
"Monterrey, Mexico",130.02,65.93,48.63,63.13,34.98,6.86,31.3,70.05,80.37,2019
"Turin, Italy",129.74,79.05,42.69,67.22,68.64,9.02,30.31,71.44,85.66,2019
"Johannesburg, South Africa",129.37,89.95,19.71,58.96,45.76,3.55,42.31,61.84,91.38,2019
"Montevideo, Uruguay",128.79,53.54,44.88,64.95,56.67,12.88,40.0,52.76,98.04,2019
"Hyderabad, India",128.79,67.71,65.08,67.46,24.0,7.7,41.96,76.88,73.54,2019
"Bangalore, India",128.65,88.26,54.25,68.55,27.88,8.15,50.61,82.13,89.39,2019
"Pune, India",127.65,74.97,62.09,68.18,27.4,11.37,43.05,74.69,74.32,2019
"Coimbatore, India",127.62,53.91,64.86,70.26,22.31,10.52,51.95,62.69,78.1,2019
"Milan, Italy",127.59,68.87,55.58,71.06,72.64,17.28,37.39,63.46,88.12,2019
"Sofia, Bulgaria",127.34,61.3,55.71,54.15,40.17,8.87,30.16,66.1,76.01,2019
"Athens, Greece",126.58,50.25,51.89,54.39,58.31,10.3,35.95,58.25,95.18,2019
"Campinas, Brazil",126.21,47.43,32.83,61.57,46.77,11.9,34.06,49.73,98.87,2019
"Budapest, Hungary",126.07,57.54,63.49,46.68,45.56,14.83,37.9,52.74,78.41,2019
"London, United Kingdom",125.67,92.76,48.52,67.85,81.4,20.83,47.03,59.65,88.25,2019
"Paris, France",125.09,89.27,47.98,74.82,84.27,19.12,42.64,67.71,88.39,2019
"Medellin, Colombia",122.75,35.97,53.92,76.71,30.53,16.83,38.16,65.36,99.76,2019
"Quito, Ecuador",122.49,43.73,46.72,69.51,46.52,11.56,39.96,64.44,98.97,2019
"Yerevan, Armenia",122.13,33.68,77.63,47.89,32.63,14.98,27.88,57.42,63.42,2019
"Bucharest, Romania",120.77,57.53,72.26,53.69,39.6,11.08,41.53,73.87,75.61,2019
"Guadalajara, Mexico",120.33,48.77,42.07,78.18,32.94,11.94,40.34,70.52,92.83,2019
"Ahmedabad, India",119.59,59.11,63.27,68.7,24.06,8.27,39.48,73.76,49.27,2019
"Gurgaon, India",118.57,104.0,38.66,72.34,30.85,7.78,39.37,91.06,59.87,2019
"Tbilisi, Georgia",117.95,34.58,80.24,52.67,28.47,12.89,36.09,77.04,84.2,2019
"Santiago, Chile",116.18,52.15,49.54,66.8,50.62,14.45,38.53,71.19,90.21,2019
"Lviv, Ukraine",115.36,31.68,61.56,56.27,26.93,16.02,35.69,55.88,69.61,2019
"San Jose, Costa Rica",115.1,46.97,43.44,63.15,54.5,8.16,67.34,54.81,99.48,2019
"Amman, Jordan",113.8,40.96,58.4,66.78,56.76,8.02,44.21,78.56,89.05,2019
"Panama City, Panama",112.69,41.08,54.3,59.51,54.57,11.73,35.97,63.2,67.84,2019
"Buenos Aires, Argentina",112.47,53.49,37.13,69.18,35.3,23.81,48.51,54.5,98.28,2019
"Belgrade, Serbia",112.44,38.01,62.75,54.78,39.3,22.21,34.73,60.9,84.14,2019
"Porto Alegre, Brazil",111.77,40.95,21.96,61.13,42.38,13.34,32.54,58.64,98.68,2019
"Guatemala City, Guatemala",111.76,43.45,39.58,64.38,42.89,10.91,47.82,68.02,99.89,2019
"Saint Petersburg, Russia",111.59,52.08,60.11,58.67,37.22,14.17,48.54,61.22,60.64,2019
"Istanbul, Turkey",111.44,42.03,51.01,67.87,37.66,12.49,52.57,69.73,93.02,2019
"Kuala Lumpur, Malaysia",110.13,76.11,32.98,65.01,41.81,11.41,40.09,69.03,56.55,2019
"Rome, Italy",110.01,64.52,46.99,59.63,69.84,19.8,46.29,66.67,93.7,2019
"Sarajevo, Bosnia And Herzegovina",108.09,45.32,48.9,51.36,39.11,14.05,28.69,73.18,78.18,2019
"Belo Horizonte, Brazil",107.78,35.19,34.02,59.22,43.53,16.89,45.47,53.76,98.5,2019
